Product Number,Title,Short Title,Final Price,Unit Cost,In Stock,Manufactory,Ship From Country Name,Rating,Number of Reviews,Item Model,Shipping Charge,Warranty ID,Warranty Name,Best Selling Ranking,Lowest Price 30 Days,Item Length,Item Width,Item Height,Item Weight,Country of Manufacture,Limit Quantity,Seller ID,Seller Name,Seller Rating,Seller Reviews
32-119-004,"Norton 360 Premium 2024 - 10 Devices - 1 Year with Auto Renewal, - Download","Norton 360 Premium 2024 - 10 Devices - 1 Year with Auto Renewal, - Download",29.99$,99.99$,Yes,Norton,United States,5,79,21390786,0.01,95,Digital Products Return Policy,2,17.99$,1.0,1.0,1.0,1.0,USA,5,,,,
11-854-133,"Phanteks XT Pro Ultra, Mid-Tower Gaming Chassis, 4x M25-140 Fans Included, High Airflow Performance Mesh, Tempered Glass Window, USB-C 3.2 Gen2, Black","Phanteks XT Pro Ultra, Mid-Tower Gaming Chassis, 4x M25-140 Fans Included, High Airflow Performance Mesh, Tempered Glass Window, USB-C 3.2 Gen2, Black",85.98$,79.99$,Yes,Phanteks,United States,5,82,PH-XT523P1_DBK01,5.99,53,Extended Holiday Return Policy,2,79.19$,22.0,21.0,12.0,22.5,USA,5,,,,
22-185-071,"Seagate IronWolf Pro ST20000NT001 20TB 7200 RPM 256MB Cache SATA 6.0Gb/s 3.5"" Internal Hard Drive",Seagate Internal Hard Drive ST20000NT001 20TB 7200 RPM 256MB Cache,359.99$,500$,Yes,Seagate,United States,5,91,ST20000NT001,0.01,53,Extended Holiday Return Policy,12,329.99$,7.7,6.0,2.0,2.0,USA,5,,,,
1Z4-002P-024F9,"Seagate Exos 7E10 ST8000NM017B 8 TB Hard Drive - Internal - SATA (SATA/600) - Storage System, Video Surveillance System Device Supported - 7200rpm - 5 Year Warranty","Seagate Exos 7E10 ST8000NM017B 8 TB Hard Drive - Internal - SATA (SATA/600) - Storage System, Video Surveillance System Device Supported - 7200rpm - 5 Year Warranty",139.99$,262.99$,Yes,Seagate,United States,4,32,ST8000NM017B,0.01,53,Extended Holiday Return Policy,6,139.99$,7.75,4.0,1.2,1.58,USA,20,,,,
20-985-144,Team Group T-FORCE G50 M.2 2280 2TB PCIe 4.0 x4 with NVMe 1.4 TLC Internal Solid State Drive (SSD) TM8FFE002T0C129,Team Group T-FORCE G50 TM8FFE002T0C129,99.99$,149.99$,Yes,Team Group,United States,5,9,TM8FFE002T0C129,0.01,53,Extended Holiday Return Policy,8,99.99$,4.9,3.75,0.5,0.05,,5,,,,
24-011-486,"Acer Nitro KG271U 27inch 2560x1440 240Hz Refresh rate 0.5ms response time AMD FreeSync Premium Acer HDR350 Gaming Monitor, HDMIx2, DisplayPort, Speaker","Acer Nitro KG271U 27inch 2560x1440 240Hz Refresh rate 0.5ms response time AMD FreeSync Premium Acer HDR350 Gaming Monitor, HDMIx2, DisplayPort, Speaker",199.99$,299.99$,Yes,Acer America,United States,4,17,UM.HX1AA.X01,0.01,53,Extended Holiday Return Policy,15,199.99$,27.0,17.0,6.0,12.0,,3,,,,
20-374-614,G.SKILL Trident Z5 Royal Series 32GB (2 x 16GB) 288-Pin PC RAM DDR5 6000 (PC5 48000) Desktop Memory Model F5-6000J2836G16GX2-TR5NS,G.SKILL Trident Z5 Royal Series Model F5-6000J2836G16GX2-TR5NS,154.99$,154.99$,Yes,G.SKILL,United States,4,10,F5-6000J2836G16GX2-TR5NS,0.01,53,Extended Holiday Return Policy,34,129.99$,7.0,5.5,1.0,0.55,,3,,,,
20-985-070,Team Group T-CREATE EXPERT 32GB (2 x 16GB) 288-Pin PC RAM DDR5 6000 (PC5 48000) Desktop Memory Model CTCWD532G6000HC30DC01,Team Group T-CREATE EXPERT Model CTCWD532G6000HC30DC01,85.99$,106.99$,Yes,Team Group,United States,4,66,CTCWD532G6000HC30DC01,0.01,53,Extended Holiday Return Policy,27,85.13$,6.35,3.8,0.7,0.23,,20,,,,
13-119-635,"ASUS ROG STRIX Z790-H Gaming (WiFi 6E) LGA 1700(Intel14th &13th&12th Gen) ATX gaming motherboard(DDR5 up to 7800 MT/s, PCIe 5.0 x16 SafeSlot with Q-Release, 4xPCIe 4.0 M.2 slots,USB 3.2 Gen 2x2 Type-C","ASUS ROG STRIX Z790-H Gaming (WiFi 6E) LGA 1700(Intel14th &13th&12th Gen) ATX gaming motherboard(DDR5 up to 7800 MT/s, PCIe 5.0 x16 SafeSlot with Q-Release, 4xPCIe 4.0 M.2 slots,USB 3.2 Gen 2x2 Type-C",229.99$,299.99$,Yes,ASUS,United States,4,699,ROG STRIX Z790-H GAMING WIFI,0.01,53,Extended Holiday Return Policy,1,229.99$,14.0,10.8,2.8,5.1,,2,,,,
13-145-521,"GIGABYTE X870 EAGLE WIFI7 AM5 LGA 1718, ATX, DDR5, 4x M.2, PCIe 5.0, USB4, Wi-Fi 7, 2.5GbE LAN, EZ-Latch","GIGABYTE X870 EAGLE WIFI7 AM5 LGA 1718, ATX, DDR5, 4x M.2, PCIe 5.0, USB4, Wi-Fi 7, 2.5GbE LAN, EZ-Latch",229.99$,229.99$,Yes,GIGABYTE,United States,5,7,X870 EAGLE WIFI7,0.01,53,Extended Holiday Return Policy,64,227.69$,13.25,10.65,3.15,4.0,USA,5,,,,
13-144-642,MSI PRO B650-S WIFI AM5 AMD B650 Ryzen 7000 DDR5 PCI-E x16 slot  Wi-Fi 6E Bluetooth SATA 6Gb/s ATX Motherboard,MSI PRO B650-S WIFI AM5 AMD B650 Ryzen 7000 DDR5 PCI-E x16 slot  Wi-Fi 6E Bluetooth SATA 6Gb/s ATX Motherboard,129.99$,139.99$,Yes,MSI,United States,4,464,PRO B650-S WIFI,0.01,53,Extended Holiday Return Policy,7,129.99$,12.76,10.55,2.76,3.5,,3,,,,
83-151-444,MSI Gaming Desktop Aegis Z 7NUC-838US AMD Ryzen 7 7700 32GB DDR5 2 TB PCIe SSD GeForce RTX 4060 Windows 11 Home 64-bit,MSI Aegis Z 7NUC-838US AMD Ryzen 7 7700 Gaming Desktop,1079$,1199$,Yes,MSI,United States,4,61,Aegis Z 7NUC-838US,0.01,53,Extended Holiday Return Policy,17,1068.21$,24.0,22.0,12.0,38.0,,3,,,,
2AM-000Z-000B8,LIAN LI O11 Vision Black  Aluminum / Steel / Tempered Glass ATX Mid Tower Computer Case ----- O11VX,LIAN LI O11 Vision Black  Aluminum / Steel / Tempered Glass ATX Mid Tower Computer Case ----- O11VX,129.94$,139.99$,Yes,Lian Li,United States,5,60,O11VX,0.01,53,Extended Holiday Return Policy,9,128.64$,23.8,22.8,15.7,32.78,,999,,,,
83-360-547,ABS Tempest Aqua Gaming PC - Windows 11 - Intel i9 14900KF – GeForce RTX 4080  Super - DLSS 3.5 - AI-Powered Performance - 32GB DDR5 5600MHz - 2TB M.2 NVMe SSD - TA14900KF4080S2,ABS Tempest Aqua Intel Core i9-14900KF Gaming Desktop PC,2299.99$,2699.99$,Yes,ABS,United States,5,20,TA14900KF4080S2,0.01,53,Extended Holiday Return Policy,27,2249.99$,23.0,21.0,14.0,39.0,USA,10,,,,
13-145-519,"GIGABYTE X870 AORUS ELITE WIFI7 AM5 LGA 1718, ATX, DDR5, 4x M.2, PCIe 5.0, USB4, Wi-Fi 7, 2.5GbE LAN, EZ-Latch","GIGABYTE X870 AORUS ELITE WIFI7 AM5 LGA 1718, ATX, DDR5, 4x M.2, PCIe 5.0, USB4, Wi-Fi 7, 2.5GbE LAN, EZ-Latch",289.99$,289.99$,Yes,GIGABYTE,United States,5,7,X870 AORUS ELITE WIFI7,0.01,53,Extended Holiday Return Policy,44,287.09$,13.2,10.75,3.25,4.95,USA,5,,,,
2AM-000Z-000B9,LIAN LI O11 Vision White Aluminum / Steel / Tempered Glass ATX Mid Tower Computer Case ----- O11VW,LIAN LI O11 Vision White Aluminum / Steel / Tempered Glass ATX Mid Tower Computer Case ----- O11VW,138.94$,149.99$,Yes,Lian Li,United States,5,60,O11VW,0.01,53,Extended Holiday Return Policy,5,137.55$,23.8,22.8,15.7,32.78,,999,,,,
32-562-186,Malwarebytes Premium - 5 Devices / 1 Year - Download,Malwarebytes Premium - 5 Devices / 1 Year - Download,39.99$,59.99$,Yes,Malwarebytes,United States,5,198,854248005743ESD,0.01,95,Digital Products Return Policy,5,19.99$,1.0,1.0,1.0,1.0,,2,,,,
35-181-393,"CORSAIR iCUE LINK H150i LCD Liquid CPU Cooler - QX120 RGB Fans - 360mm Radiator - Fits Intel LGA 1851/1700, AMD AM5 - iCUE LINK System Hub Included","CORSAIR iCUE LINK H150i LCD Liquid CPU Cooler - QX120 RGB Fans - 360mm Radiator - Fits Intel LGA 1851/1700, AMD AM5 - iCUE LINK System Hub Included",174.99$,224.99$,Yes,Corsair,United States,3,16,CW-9061008-WW,0.01,53,Extended Holiday Return Policy,7,174.99$,17.32,7.48,5.31,5.93,USA,3,,,,
35-181-186,"CORSAIR QL Series, iCUE QL120 RGB, 120mm RGB LED Fan, Triple Pack with Lighting Node CORE, CO-9050098-WW",Corsair iCUE QL120 RGB Triple Pack CO-9050098-WW,46.99$,139.99$,Yes,Corsair,United States,5,310,CO-9050098-WW,0.01,53,Extended Holiday Return Policy,13,46.99$,7.1,5.3,4.1,1.79,USA,5,,,,
13-119-500,"Asus ROG Strix B550-F Gaming WiFi II AMD AM4 (3rd Gen Ryzen) ATX Gaming Motherboard (PCIe 4.0,WiFi 6E, 2.5Gb LAN, BIOS Flashback, HDMI 2.1, Addressable Gen 2 RGB Header and Aura Sync)","Asus ROG Strix B550-F Gaming WiFi II AMD AM4 (3rd Gen Ryzen) ATX Gaming Motherboard (PCIe 4.0,WiFi 6E, 2.5Gb LAN, BIOS Flashback, HDMI 2.1, Addressable Gen 2 RGB Header and Aura Sync)",159.99$,179.99$,Yes,ASUS,United States,4,1753,ROG STRIX B550-F GAMING WIFI II,0.01,53,Extended Holiday Return Policy,23,159.99$,13.31,10.75,2.68,3.85,,2,,,,
20-982-134,CORSAIR Vengeance RGB 64GB (2 x 32GB) 288-Pin PC RAM DDR5 6000 (PC5 48000) Desktop Memory Model CMH64GX5M2N6000C30,CORSAIR Vengeance RGB Model CMH64GX5M2N6000C30,199.99$,209.99$,Yes,Corsair,United States,5,121,CMH64GX5M2N6000C30,0.01,53,Extended Holiday Return Policy,37,197.99$,6.1,3.6,0.5,0.25,USA,20,,,,
13-162-102,"ASRock PRO Z790 PRO RS WiFi Intel LGA1700 (14th,13th,12th Gen) ATX Motherboard, 4 DDR5 Slots, PCIE 5.0x16, Realtek ALC897 7.1 CH, Dragon 2.5G LAN, WiFi 6E+Bluetooth, 8 SATA3, 4 Hyper M.2 (PCIe Gen4x4)","ASRock PRO Z790 PRO RS WiFi Intel LGA1700 (14th,13th,12th Gen) ATX Motherboard, 4 DDR5 Slots, PCIE 5.0x16, Realtek ALC897 7.1 CH, Dragon 2.5G LAN, WiFi 6E+Bluetooth, 8 SATA3, 4 Hyper M.2 (PCIe Gen4x4)",138.99$,158.99$,Yes,ASRock,United States,4,388,Z790 PRO RS WIFI,0.01,53,Extended Holiday Return Policy,18,138.99$,15.0,12.6,3.8,4.4,,10,,,,
11-854-132,"Phanteks XT Pro, Mid-Tower Gaming Chassis, High Airflow Performance Mesh, Tempered Glass Window, 1x M25-120 Black fan included,  Black","Phanteks XT Pro, Mid-Tower Gaming Chassis, High Airflow Performance Mesh, Tempered Glass Window, 1x M25-120 Black fan included,  Black",55.98$,59.99$,Yes,Phanteks,United States,5,82,PH-XT523P1_BK01,5.99,53,Extended Holiday Return Policy,7,49.99$,22.0,21.0,12.0,21.5,USA,10,,,,
19-113-816,AMD Ryzen 5 5600GT - Ryzen 5 5000 Series 6-Core 3.6 GHz Socket AM4 65W AMD Radeon Graphics Processor - 100-100001488BOX,AMD Ryzen 5 5600GT Processor,130$,140$,Yes,AMD,United States,5,73,100-100001488BOX,0.01,53,Extended Holiday Return Policy,23,124.98$,5.5,5.25,3.0,0.95,USA,5,,,,
14-137-860,MSI Gaming GeForce RTX 4070 SUPER Video Card RTX 4070 SUPER 12G GAMING X SLIM,MSI RTX 4070 SUPER 12G GAMING X SLIM Gaming GeForce RTX 4070 SUPER Video Card,629.99$,649.99$,Yes,MSI,United States,5,92,RTX 4070 SUPER 12G GAMING X SLIM,0.01,53,Extended Holiday Return Policy,11,619.97$,16.14,10.0,3.78,4.85,,3,,,,
9SIBRFSK2D4863,"Auusda 15.6"" Gaming Laptop AMD Ryzen 7 5825U 2.0-4.5GHz, 32GB DDR4 RAM, 1TB NVME SSD, Windows 11 Pro Laptop Computer, Dual Channel SODIMM*2, Slot*2, Backlit, Fingerprint, Webcam Switch, Metal Case","Auusda 15.6"" Gaming Laptop AMD Ryzen 7 5825U 2.0-4.5GHz, 32GB DDR4 RAM, 1TB NVME SSD, Windows 11 Pro Laptop Computer, Dual Channel SODIMM*2, Slot*2, Backlit, Fingerprint, Webcam Switch, Metal Case",579.99$,1529.99$,Yes,Auusda,United States,4,8,F152-5700U-32GB,0.01,416438,Auusda Laptops Official Store Return Policy,6,579.99$,20.25,11.0,2.5,5.8,USA,5,BRFS,Auusda Laptops Official Store,5.0,54.0
20-374-457,G.SKILL Flare X5 32GB (2 x 16GB) 288-Pin PC RAM DDR5 6000 (PC5 48000) Desktop Memory Model F5-6000J3038F16GX2-FX5,G.SKILL Flare X5 Model F5-6000J3038F16GX2-FX5,99.99$,99.99$,Yes,G.SKILL,United States,5,264,F5-6000J3038F16GX2-FX5,0.01,53,Extended Holiday Return Policy,20,96.99$,8.6,5.6,0.6,0.26,,20,,,,
35-181-339,"CORSAIR iCUE H150i ELITE LCD XT Liquid CPU Cooler - White - IPS LCD Screen - AF120 RGB ELITE Fans - 360mm Radiator - Fits Intel LGA 1851/1700, AMD AM5, and More","CORSAIR iCUE H150i ELITE LCD XT Liquid CPU Cooler - White - IPS LCD Screen - AF120 RGB ELITE Fans - 360mm Radiator - Fits Intel LGA 1851/1700, AMD AM5, and More",154.99$,299.99$,Yes,Corsair,United States,3,18,CW-9060077-WW,0.01,53,Extended Holiday Return Policy,11,154.99$,17.52,7.6,5.25,5.8,USA,5,,,,
13-119-514,"ASUS ROG Strix Z690-I Gaming WiFi 6E LGA 1700 (Intel® 12th&13th&14th Gen) mini-ITX gaming motherboard (PCIe 5.0,DDR5,10 layer PCB,10+1 power stages,Thunderbolt 4 Onboard,Intel® 2.5 Gb LAN)","ASUS ROG Strix Z690-I Gaming WiFi 6E LGA 1700 (Intel® 12th&13th&14th Gen) mini-ITX gaming motherboard (PCIe 5.0,DDR5,10 layer PCB,10+1 power stages,Thunderbolt 4 Onboard,Intel® 2.5 Gb LAN)",159.99$,199.99$,Yes,ASUS,United States,4,181,90MB1910-M0AAY0,0.01,53,Extended Holiday Return Policy,3,159.99$,13.0,11.5,2.5,3.15,,2,,,,
13-162-151,ASRock B650I LIGHTNING WIFI AM5 Ryzen 7000 AMD B650 SATA 6Gb/s Mini-ITX s DDR5 7200+ (OC) 2.5G LAN x WiFi 6E + Bluetooth Motherboards - AMD,ASRock B650I LIGHTNING WIFI AM5 Ryzen 7000 AMD B650 SATA 6Gb/s Mini-ITX s DDR5 7200+ (OC) 2.5G LAN x WiFi 6E + Bluetooth Motherboards - AMD,179.99$,199.99$,Yes,ASRock,United States,4,29,B650I LIGHTNING WIFI,0.01,53,Extended Holiday Return Policy,32,179.99$,9.2,7.5,4.0,2.3,,5,,,,
2AM-000Z-000C0,LIAN LI O11 Dynamic EVO RGB  Black Aluminum / Steel / Tempered Glass ATX Mid Tower Computer Case----O11DERGBX,LIAN LI O11 Dynamic EVO RGB  Black Aluminum / Steel / Tempered Glass ATX Mid Tower Computer Case----O11DERGBX,159.96$,159.99$,Yes,Lian Li,United States,5,63,O11DERGBX,0.01,53,Extended Holiday Return Policy,8,158.36$,24.0,21.3,15.2,37.8,,999,,,,
19-118-343,Intel Core i7-12700K - Core i7 12th Gen Alder Lake 12-Core (8P+4E) 3.6 GHz LGA 1700 125W Intel UHD Graphics 770 Desktop Processor - BX8071512700K,Intel Core i7-12700K Desktop Processor,213.99$,449.99$,Yes,Intel,United States,5,493,BX8071512700K,0.01,44,Standard Return Policy,5,213.97$,4.57,3.98,1.73,0.19,USA,2,,,,
2AM-000Z-000C0,LIAN LI O11 Dynamic EVO RGB  Black Aluminum / Steel / Tempered Glass ATX Mid Tower Computer Case----O11DERGBX,LIAN LI O11 Dynamic EVO RGB  Black Aluminum / Steel / Tempered Glass ATX Mid Tower Computer Case----O11DERGBX,159.96$,159.99$,Yes,Lian Li,United States,5,63,O11DERGBX,0.01,53,Extended Holiday Return Policy,8,158.36$,24.0,21.3,15.2,37.8,,999,,,,
19-118-343,Intel Core i7-12700K - Core i7 12th Gen Alder Lake 12-Core (8P+4E) 3.6 GHz LGA 1700 125W Intel UHD Graphics 770 Desktop Processor - BX8071512700K,Intel Core i7-12700K Desktop Processor,213.99$,449.99$,Yes,Intel,United States,5,493,BX8071512700K,0.01,44,Standard Return Policy,5,213.97$,4.57,3.98,1.73,0.19,USA,2,,,,
83-360-492,ABS Cyclone Aqua Gaming PC - Windows 11 - Intel i7 14700F - GeForce RTX 4060 Ti 8GB - DLSS 3.5 - AI-Powered Performance - 32GB DDR5 6000MHz - 1TB M.2 NVMe SSD - CA14700F4060ti,ABS Cyclone Aqua Gaming PC - Windows 11 - Intel i7 14700F - GeForce RTX 4060 Ti 8GB - DLSS 3.5 - AI-Powered Performance - 32GB DDR5 6000MHz - 1TB M.2 NVMe SSD - CA14700F4060ti,1199.99$,1799.99$,Yes,ABS,United States,4,91,CA14700F4060ti,0.01,53,Extended Holiday Return Policy,13,1179.99$,20.0,19.0,12.0,21.0,USA,5,,,,
34-360-352,"Acer Nitro V - 15.6"" - Intel Core i9-13900H - GeForce RTX 4060 Laptop GPU - 16 GB DDR5 - 512 GB PCIe SSD - Windows 11 Home 64-bit - Gaming Laptop (ANV15-51-98N0 )","Acer Nitro V - 15.6"" - Intel Core i9-13900H - GeForce RTX 4060 Laptop GPU - 16 GB DDR5 - 512 GB PCIe SSD - Windows 11 Home 64-bit - Gaming Laptop (ANV15-51-98N0 )",999.99$,1299.99$,Yes,Acer America,United States,5,7,NH.QQEAA.007,0.01,53,Extended Holiday Return Policy,5,989.99$,19.5,12.0,3.0,7.0,,10,,,,
2AM-000Z-000A8,"LIAN LI LANCOOL 216RX Black Steel / Tempered Glass ATX Mid Tower Computer Case ,2x 16 cm ARGB Fans Included ----LANCOOL 216RX","LIAN LI LANCOOL 216RX Black Steel / Tempered Glass ATX Mid Tower Computer Case ,2x 16 cm ARGB Fans Included ----LANCOOL 216RX",99.99$,109.99$,Yes,Lian Li,United States,5,252,LANCOOL 216RX,0.01,53,Extended Holiday Return Policy,20,94.04$,23.0,22.25,11.8,28.75,,999,,,,
20-985-062,"Team 64GB microSDHC UHS-I/U1 Class 10 Memory Card with Adapter, Speed Up to 100MB/s (TUSDX64GCL10U03)",Team Model,5.29$,8.99$,Yes,Team Group,United States,5,51,TUSDX64GCL10U03,0.01,53,Extended Holiday Return Policy,4,4.09$,4.8,3.5,0.25,0.03,,20,,,,
20-982-133,CORSAIR Vengeance RGB 64GB (2 x 32GB) 288-Pin PC RAM DDR5 6000 (PC5 48000) Desktop Memory Model CMH64GX5M2B6000C40L,CORSAIR Vengeance RGB Model CMH64GX5M2B6000C40L,179.99$,189.99$,Yes,Corsair,United States,5,121,CMH64GX5M2B6000C40L,0.01,53,Extended Holiday Return Policy,42,178.19$,6.1,3.6,0.5,0.25,USA,20,,,,
24-011-458,"Acer Nitro 32” 1000R Curved 2560x1440P 2K 240Hz Refresh rate Up to 0.5ms response time VESA HDR400 AMD FreeSync Premium Adjustable Stand Gaming Monitor, HDMIx2, DisplayPort, Speaker (XZ323QU X3BMIIPH)","Acer Nitro 32” 1000R Curved 2560x1440P 2K 240Hz Refresh rate Up to 0.5ms response time VESA HDR400 AMD FreeSync Premium Adjustable Stand Gaming Monitor, HDMIx2, DisplayPort, Speaker (XZ323QU X3BMIIPH)",249.99$,449.99$,Yes,Acer America,United States,4,40,UM.JX3AA.301,0.01,53,Extended Holiday Return Policy,30,249.99$,32.0,21.0,8.0,22.5,,5,,,,
19-113-844,AMD Ryzen 5 9600X - Ryzen 5 9000 Series Granite Ridge (Zen 5) 6-Core 3.9 GHz - Socket AM5 65W - Radeon Graphics Processor - 100-100001405WOF,AMD Ryzen 5 9600X 6-Core 3.9 GHz Processor,248.99$,279$,Yes,AMD,United States,5,42,100-100001405WOF,0.01,53,Extended Holiday Return Policy,31,233.99$,5.0,5.0,1.0,0.25,USA,1,,,,
14-202-429,SAPPHIRE PULSE Radeon RX 7900 XTX Video Card 11322-02-20G,SAPPHIRE 11322-02-20G PULSE Radeon RX 7900 XTX Video Card,849.99$,929.99$,Yes,Sapphire Tech,United States,4,316,11322-02-20G,0.01,53,Extended Holiday Return Policy,26,829.99$,17.0,9.6,3.5,4.4,,5,,,,
13-162-164,ASRock X870 RIPTIDE WIFI AM5 ATX Motherboard,ASRock X870 RIPTIDE WIFI ATX Motherboard,249.99$,279.99$,Yes,ASRock,United States,5,116,X870 Riptide WiFi,0.01,53,Extended Holiday Return Policy,52,249.99$,14.0,11.0,3.0,4.8,,5,,,,
20-236-586,CORSAIR Vengeance LPX 64GB (2 x 32GB) 288-Pin PC RAM DDR4 3200 (PC4 25600) Desktop Memory Model CMK64GX4M2E3200C16,CORSAIR Vengeance LPX Model CMK64GX4M2E3200C16,99.99$,109.99$,Yes,Corsair,United States,5,84,CMK64GX4M2E3200C16,0.01,53,Extended Holiday Return Policy,16,97.99$,6.2,3.5,0.5,0.24,USA,5,,,,
20-374-358,G.SKILL Trident Z5 RGB Series 32GB (2 x 16GB) 288-Pin PC RAM DDR5 6400 (PC5 51200) Desktop Memory Model F5-6400J3239G16GX2-TZ5RK,G.SKILL Trident Z5 RGB Series Model F5-6400J3239G16GX2-TZ5RK,109.99$,109.99$,Yes,G.SKILL,United States,4,1077,F5-6400J3239G16GX2-TZ5RK,0.01,53,Extended Holiday Return Policy,9,104.99$,6.3,5.4,0.59,0.4,,20,,,,
34-360-267,Acer Laptop Aspire 5 Intel Core i7-1355U 16 GB LPDDR5 Memory 512 GB PCIe SSD Intel Iris Xe Graphics 15.6'' Windows 11 Home 64-bit A515-58M-78JL,Acer A515-58M-78JL 15.6'' Laptop Intel Core i7-1355U 16 GB LPDDR5 Memory,549.99$,749.99$,Yes,Acer America,United States,4,30,NX.KHGAA.004,0.01,53,Extended Holiday Return Policy,2,544.49$,19.0,12.0,3.0,7.0,,3,,,,
24-281-081,"ASUS TUF Gaming VG279QL1A 27"" HDR Gaming Monitor, 1080P Full HD, 165Hz (Supports 144Hz), IPS, 1ms, FreeSync Premium, DisplayHDR 400, Extreme Low Motion Blur, Eye Care, 2x HDMI, DisplayPort","ASUS 27"" 165Hz

*Select graphics cards/GPUs can support 165Hz graphics source output (via DisplayPort). Please note that this performance depends on the GPU or content displayed. Actual real-world per",129.99$,149.99$,Yes,ASUS,United States,5,54,90LM05X0-B011B0,0.01,53,Extended Holiday Return Policy,25,128.69$,28.75,17.36,8.82,19.2,,2,,,,
14-932-629,"GIGABYTE GeForce RTX 4060 EAGLE OC 8G Graphics Card, 3x WINDFORCE Fans, 8GB 128-bit GDDR6, GV-N4060EAGLE OC-8GD Video Card","GIGABYTE GeForce RTX 4060 EAGLE OC 8G Graphics Card, 3x WINDFORCE Fans, 8GB 128-bit GDDR6, GV-N4060EAGLE OC-8GD Video Card",304.99$,304.99$,Yes,GIGABYTE,United States,5,66,GV-N4060EAGLE OC-8GD,0.01,53,Extended Holiday Return Policy,74,299.97$,14.5,7.45,3.25,3.31,USA,20,,,,
35-103-344,"Cooler Master Hyper 212 Halo Black CPU Air Cooler, MF120 Halo² Fan, Dual Loop ARGB, Aluminum Top Cover, 4 Copper Heat Pipes, 154mm (H) for AMD Ryzen AM5/AM4, Intel LGA 1851 1700/1200 (RR-S4KK-20PA-R1)","Cooler Master Hyper 212 Halo Black CPU Air Cooler, MF120 Halo² Fan, Dual Loop ARGB, Aluminum Top Cover, 4 Copper Heat Pipes, 154mm (H) for AMD Ryzen AM5/AM4, Intel LGA 1851 1700/1200 (RR-S4KK-20PA-R1)",40.98$,34.99$,Yes,Cooler Master,United States,5,19,RR-S4KK-20PA-R1,5.99,53,Extended Holiday Return Policy,4,24.99$,7.5,5.5,4.3,1.85,,20,,,,
14-126-693,"ASUS TUF Gaming NVIDIA GeForce RTX 4080 SUPER OC Edition Gaming Graphics Card (PCIe 4.0, 16GB GDDR6X, HDMI 2.1a, DisplayPort 1.4a) TUF-RTX4080S-O16G-GAMING","ASUS TUF Gaming NVIDIA GeForce RTX 4080 SUPER OC Edition Gaming Graphics Card (PCIe 4.0, 16GB GDDR6X, HDMI 2.1a, DisplayPort 1.4a) TUF-RTX4080S-O16G-GAMING",1099.99$,1099.99$,Yes,ASUS,United States,5,84,TUF-RTX4080S-O16G-GAMING,0.01,53,Extended Holiday Return Policy,8,1088.99$,14.5,12.4,3.4,5.3,,5,,,,
22-185-011,"Seagate Exos X20 ST20000NM007D 20TB 7200 RPM 256MB Cache 3.5"" Internal Hard Drive","Seagate Exos X20 ST20000NM007D 20TB 7200 RPM 256MB Cache 3.5"" Internal Hard Drive",379.99$,699.99$,Yes,Seagate,United States,4,299,ST20000NM007D,0.01,53,Extended Holiday Return Policy,11,356.39$,6.0,4.0,1.25,1.4,USA,20,,,,
14-137-631,MSI Ventus GeForce RTX 3060 Video Card RTX 3060 Ventus 3X 12G OC,MSI RTX 3060 Ventus 3X 12G OC Ventus GeForce RTX 3060 Video Card,294.99$,295.99$,Yes,MSI,United States,5,1104,RTX3060Ventus3X12GOC,0.01,53,Extended Holiday Return Policy,17,285.99$,15.0,10.5,3.2,2.71,,5,,,,
11-197-027,Sama ARGB-Q5-BK Black USB3.0 Tempered Glass Micro ATX Tower Gaming Computer Case w/  3 x 120mm ARGB Fans (Pre-Installed),Sama ARGB-Q5-BK Black USB3.0 Tempered Glass Micro ATX Tower Gaming Computer Case w/  3 x 120mm ARGB Fans (Pre-Installed),58.96$,69.99$,Yes,SAMA,United States,4,85,ARGB-Q5-BK,0.01,53,Extended Holiday Return Policy,11,58.96$,18.0,15.2,15.0,15.0,,20,,,,
13-162-048,ASRock B660M PRO RS LGA 1700 Intel B660 SATA 6Gb/s DDR4 Micro ATX Motherboard,ASRock B660M PRO RS Micro ATX Intel Motherboard,79.99$,119.99$,Yes,ASRock,United States,4,266,B660M PRO RS,0.01,53,Extended Holiday Return Policy,6,79.99$,11.0,10.0,3.0,2.7,,5,,,,
14-137-799,MSI Ventus GeForce RTX 4060 Ti Video Card RTX 4060 Ti VENTUS 2X BLACK 8G OC,MSI RTX 4060 Ti VENTUS 2X BLACK 8G OC Ventus GeForce RTX 4060 Ti Video Card,399.99$,399.99$,Yes,MSI,United States,5,41,RTX 4060 Ti VENTUS 2X BLACK 8G OC,0.01,53,Extended Holiday Return Policy,40,379.97$,11.0,8.0,3.0,1.75,,5,,,,
20-982-106,CORSAIR Vengeance RGB 32GB (2 x 16GB) 288-Pin PC RAM DDR5 7000 (PC5 56000) Desktop Memory Model CMH32GX5M2X7000C36,CORSAIR Vengeance RGB Model CMH32GX5M2X7000C36,119.99$,149.99$,Yes,Corsair,United States,5,121,CMH32GX5M2X7000C36,0.01,53,Extended Holiday Return Policy,59,118.79$,6.46,5.25,0.5,0.3,USA,5,,,,
